Nombre de artículo,Descripción de artículo,Subinventario,Cantidad,Artículo - Unidad de medida principal,Organización de inventario,Ubicación de inventario de localizador
BOLR05037-PQ100,BOLR05037-PQ100 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM,FULL,15,PAQUETE,MERCADO_LIBRE,
BOLR05037-PQ100,BOLR05037-PQ100 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM,INV PSD,90,PAQUETE,PSD_CAT,DEP.1..
BOLR05037-PQ100,BOLR05037-PQ100 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM,INV PSD,7,PAQUETE,PSD_CAT,EST.D.04.A
BOLR05037-PQ100,BOLR05037-PQ100 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM,PRIME,5,PAQUETE,AMAZON,
BOLR05037-PQ1000,BOLR05037 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM CAJA CON 1000 PZ,INV PSD,3,PAQUETE,PSD_CAT,EST.E.08.B
BOLR05037-PQ1000,BOLR05037 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM CAJA CON 1000 PZ,INV PSD,3,PAQUETE,PSD_CAT,EST.E.08.D
BOLR05037-PQ1000,BOLR05037 BOLSA TRANSPARENTE CON ZIPPER 20 CM X 25 CM CAJA CON 1000 PZ,INV PSD,8,PAQUETE,PSD_CAT,EST.E.09.B
BOLR05038,BOLSA TRANSPARENTE CON ZIPPER 25 CM X 25 CM,INV CAT,1000,PIEZA,DHL_CAT,1.F.0.7B
BOLR05038-PQ100,BOLR05038-PQ100 BOLSA TRANSPARENTE CON ZIPPER 25 CM X 25 CM,FULL,19,PAQUETE,MERCADO_LIBRE,
BOLR05038-PQ100,BOLR05038-PQ100 BOLSA TRANSPARENTE CON ZIPPER 25 CM X 25 CM,INV PSD,18,PAQUETE,PSD_CAT,EST.A.02.D
BOLR05038-PQ100,BOLR05038-PQ100 BOLSA TRANSPARENTE CON ZIPPER 25 CM X 25 CM,PRIME,28,PAQUETE,AMAZON,
BOLR05038-PQ1000,BOLR05038 BOLSA TRANSPARENTE CON ZIPPER 25 CM X 25 CM CAJA CON 1000 PZ,INV PSD,2,PAQUETE,PSD_CAT,EST.C.05.C
BOLR05042-PQ100,BOLR05042-PQ100 Z5080 EMPAQUE CON ZIPPER REUTILIZABLE 5 CM X 8 CM,FULL,28,PAQUETE,MERCADO_LIBRE,
BOLR05042-PQ100,BOLR05042-PQ100 Z5080 EMPAQUE CON ZIPPER REUTILIZABLE 5 CM X 8 CM,INV PSD,77,PAQUETE,PSD_CAT,EST.H.02.A
BOLR05042-PQ1000,BOLR05042 Z5080 EMPAQUE CON ZIPPER REUTILIZABLE TRANSPARENTE 5 CM X 8 CM CAJA CON 1000 PZ,INV PSD,13,PAQUETE,PSD_CAT,EST.D.02.B
BOLR05043,BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,INV CAT,2000,PIEZA,DHL_CAT,1.E.0.4C
BOLR05043-PQ100,BOLR05043-PQ100 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,FULL,30,PAQUETE,MERCADO_LIBRE,
BOLR05043-PQ100,BOLR05043-PQ100 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,INV PSD,10,PAQUETE,PSD_CAT,DEP.1..
BOLR05043-PQ100,BOLR05043-PQ100 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,INV PSD,1,PAQUETE,PSD_CAT,EST.G.02.C
BOLR05043-PQ100,BOLR05043-PQ100 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM,PRIME,9,PAQUETE,AMAZON,
BOLR05043-PQ1000,BOLR05043 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM CAJA CON 1000 PZ,INV PSD,8,PAQUETE,PSD_CAT,EST.E.09.D
BOLR05043-PQ1000,BOLR05043 BOLSA CON ZIPPER TRANSPARENTE 16.5 CM X 15 CM CAJA CON 1000 PZ,INV PSD,4,PAQUETE,PSD_CAT,EST.E.10.B
BOLR05044,BOLSA CON ZIPPER AZUL20.3 CM X 20.3 CM,INV CAT,200,PIEZA,DHL_CAT,1.F.0.1C
BOLR05044-PQ100,BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM BOLR05044-PQ100,INV PSD,30,PAQUETE,PSD_CAT,DEP.1..
BOLR05044-PQ100,BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM BOLR05044-PQ100,INV PSD,1,PAQUETE,PSD_CAT,EST.H.02.C
BOLR05044-PQ1000,BOLR05044 BOLSA CON ZIPPER AZUL 20.3 CM X 20.3 CM CAJA CON 1000 PZ,INV PSD,10,PAQUETE,PSD_CAT,EST.C.08.A
BOLR05045-PQ100,BOLR05045-PQ100 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,FULL,7,PAQUETE,MERCADO_LIBRE,
BOLR05045-PQ100,BOLR05045-PQ100 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,INV PSD,9,PAQUETE,PSD_CAT,EST.H.06.B
BOLR05045-PQ100,BOLR05045-PQ100 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,PRIME,8,PAQUETE,AMAZON,
BOLR05045-PQ1000,BOLR05045 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM CAJA CON 1000 PZ,INV PSD,6,PAQUETE,PSD_CAT,PS.J.13.
BOLR05045-PQ500,BOLR05045-PQ500 BOLSA CON ZIPPER C. AZUL 25 CM X 35 CM,INV PSD,1,PAQUETE,PSD_CAT,EST.F.01.A
BOLR05047,BOLSA CON ZIPPER TRANSPARENTE 12.5 CM X 25 CM,INV PSD,4000,PIEZA,PSD_CAT,STGR...
BOLR05047-PQ100,BOLR05047-PQ100 BOLSA CON ZIPPER TRANSPARENTE 12.5 CM X 25 CM,FULL,8,PAQUETE,MERCADO_LIBRE,
BOLR05047-PQ100,BOLR05047-PQ100 BOLSA CON ZIPPER TRANSPARENTE 12.5 CM X 25 CM,PRIME,16,PAQUETE,AMAZON,
BOLR05048-PQ100,BOLR05048-PQ100 BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM,FULL,6,PAQUETE,MERCADO_LIBRE,
BOLR05048-PQ100,BOLR05048-PQ100 BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM,INV PSD,3,PAQUETE,PSD_CAT,EST.F.01.B
BOLR05048-PQ100,BOLR05048-PQ100 BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM,PRIME,21,PAQUETE,AMAZON,
BOLR05048-PQ1000,BOLR05048 BOLSA CON ZIPPER TRANSPARENTE 17.5 CM X 17.5 CM CAJA CON 1000 PZ,INV PSD,2,PAQUETE,PSD_CAT,EST.D.03.A
BOLR05049,BOLSA CON ZIPPER MORADO 12 CM X 12 CM,INV CAT,6000,PIEZA,DHL_CAT,1.F.0.4B
BOLR05049-PQ100,BOLR05049-PQ100 BOLSA CON ZIPPER MORADO 12 CM X 12 CM,FULL,4,PAQUETE,MERCADO_LIBRE,
BOLR05049-PQ100,BOLR05049-PQ100 BOLSA CON ZIPPER MORADO 12 CM X 12 CM,INV PSD,5,PAQUETE,PSD_CAT,EST.G.02.C
BOLR05049-PQ100,BOLR05049-PQ100 BOLSA CON ZIPPER MORADO 12 CM X 12 CM,PRIME,2,PAQUETE,AMAZON,
BOLR05050,BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM,INV PSD,11000,PIEZA,PSD_CAT,PS.M.01.
BOLR05050-PQ100,BOLR05050-PQ100 BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM,INV PSD,31,PAQUETE,PSD_CAT,EST.G.04.B
BOLR05050-PQ100,BOLR05050-PQ100 BOLSA CON ZIPPER C. AMARILLO 26.8 CM X 27.5 CM,PRIME,21,PAQUETE,AMAZON,
BOLR05051,BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM,INV CAT,4000,PIEZA,DHL_CAT,1.E.0.6B
BOLR05051,BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM,INV PSD,9000,PIEZA,PSD_CAT,EST.D.03.D
BOLR05051-PQ100,BOLR05051-PQ100 BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM,FULL,23,PAQUETE,MERCADO_LIBRE,
BOLR05051-PQ100,BOLR05051-PQ100 BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM,INV PSD,1,PAQUETE,PSD_CAT,EST.F.01.B
BOLR05051-PQ1000,BOLR05051 BOLSA CON ZIPPER C. MORADO 8 CM X 12 CM CAJA CON 1000 PZ,INV PSD,16,PAQUETE,PSD_CAT,EST.E.04.A
BTPAUX,Botiquin de Pri. Aux.,INV NUEVO,2,PIEZA,CAT_HALYCON,HAL.1.0.
BTSAD25C2,BOTAS DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO #25,INV PSD,1,PAR,PSD_CAT,EST.G.07.A
BTSAD25C2-PAR,BTSAD25C2-PAR Botas de Seguridad Alta duración Color Negro #25,INV PSD,1,PAR,PSD_CAT,EST.G.07.B
BTSAD26-PAR,BTSAD26-PAR Botas de Seguridad Alta duración #26,INV PSD,7,PAR,PSD_CAT,EST.G.07.D
BTSAD26C2,BOTAS DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO #26,INV CAT,1,PAR,DHL_CAT,1.E.0.8A
BTSAD26C2,BOTAS DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO #26,INV PSD,1,PAR,PSD_CAT,EST.G.09.B
BTSAD27,Botas de Seguridad Alta duración #27,INV MTY,1,PAR,LOGISTORAGE_MTY,DISPONIBLE...
BTSAD27-PAR,BTSAD27-PAR Botas de Seguridad Alta duración #27,INV PSD,1,PAR,PSD_CAT,EST.G.07.A
BTSAD27C2-PAR,BTSAD27C2-PAR Botas de Seguridad Alta duración Color Negro #27,INV PSD,2,PAR,PSD_CAT,EST.G.05.D
BTSAD28-PAR,BTSAD28-PAR Botas de Seguridad Alta duración #28,INV PSD,1,PAR,PSD_CAT,EST.G.07.A
BTSAD28-PAR,BTSAD28-PAR Botas de Seguridad Alta duración #28,INV PSD,5,PAR,PSD_CAT,EST.G.07.B
BTSAD28C2,BOTAS DE SEGURIDAD DE ALTA DURACIÓN COLOR NEGRO #28,INV CAT,1,PAR,DHL_CAT,1.F.0.2C
BTSAD28C2-PAR,BTSAD28C2-PAR Botas de Seguridad Alta duración Color Negro #28,INV PSD,1,PAR,PSD_CAT,EST.G.05.D
BTSAD29-PAR,BTSAD29-PAR Botas de Seguridad Alta duración #29,INV PSD,1,PAR,PSD_CAT,EST.G.07.C
BTSAD29C2-PAR,BTSAD29C2-PAR Botas de Seguridad Alta duración Color Negro #29,INV PSD,2,PAR,PSD_CAT,EST.G.05.D
BTSAD30-PAR,BTSAD30-PAR Botas de Seguridad Alta duración #30,INV PSD,2,PAR,PSD_CAT,EST.G.07.C
BTSAD30C2-PAR,BTSAD30C2-PAR Botas de Seguridad Alta duración Color Negro #30,INV PSD,3,PAR,PSD_CAT,EST.G.07.C
BTSBAS22,Botas de Seguridad básica #22,INV NUEVO,7,PAR,CAT_HALYCON,HAL.0.8.
BTSBAS23,Botas de Seguridad básica #23,INV NUEVO,21,PAR,CAT_HALYCON,HAL.1.6.
BTSBAS23,Botas de Seguridad básica #23,INV NUEVO,1,PAR,CUAU_HALYCON,A.08.a.
BTSBAS24,Botas de Seguridad básica #24,INV NUEVO,25,PAR,CAT_HALYCON,HAL.1.5.
BTSBAS24,Botas de Seguridad básica #24,INV NUEVO,3,PAR,CUAU_HALYCON,A.08.a.
BTSBAS25,Botas de Seguridad básica #25,INV NUEVO,35,PAR,CAT_HALYCON,HAL.0.7.
BTSBAS25,Botas de Seguridad básica #25,INV NUEVO,4,PAR,CUAU_HALYCON,A.08.a.
BTSBAS26,Botas de Seguridad básica #26,INV NUEVO,40,PAR,CAT_HALYCON,HAL.1.4.
BTSBAS26,Botas de Seguridad básica #26,INV NUEVO,8,PAR,CUAU_HALYCON,A.08.a.
BTSBAS26,Botas de Seguridad básica #26,INV NUEVO,3,PAR,GDL_HALYCON,3.R.0.1A
BTSBAS26,Botas de Seguridad básica #26,INV NUEVO,3,PAR,MRD_HALYCON,DISPONIBLE...
BTSBAS26,Botas de Seguridad básica #26,INV NUEVO,8,PAR,MTY_HALYCON,DISPONIBLE...
BTSBAS27,Botas de Seguridad básica #27,INV NUEVO,28,PAR,CAT_HALYCON,HAL.1.6.
BTSBAS27,Botas de Seguridad básica #27,INV NUEVO,9,PAR,CUAU_HALYCON,A.08.a.
BTSBAS27,Botas de Seguridad básica #27,INV NUEVO,3,PAR,MRD_HALYCON,DISPONIBLE...
BTSBAS27,Botas de Seguridad básica #27,INV NUEVO,4,PAR,MTY_HALYCON,DISPONIBLE...
BTSBAS28,Botas de Seguridad básica #28,INV NUEVO,49,PAR,CAT_HALYCON,HAL.1.3.
BTSBAS28,Botas de Seguridad básica #28,INV NUEVO,3,PAR,MRD_HALYCON,DISPONIBLE...
BTSBAS28,Botas de Seguridad básica #28,INV NUEVO,1,PAR,MTY_HALYCON,DISPONIBLE...
BTSBAS29,Botas de Seguridad básica #29,INV NUEVO,7,PAR,CAT_HALYCON,HAL.1.5.
BTSBAS29,Botas de Seguridad básica #29,INV NUEVO,3,PAR,GDL_HALYCON,3.R.0.1A
BTSBAS29,Botas de Seguridad básica #29,INV NUEVO,1,PAR,MRD_HALYCON,DISPONIBLE...
BTSBAS29,Botas de Seguridad básica #29,INV NUEVO,4,PAR,MTY_HALYCON,DISPONIBLE...
BTSBAS30,Botas de Seguridad básica #30,INV NUEVO,8,PAR,CAT_HALYCON,HAL.1.5.
BTSBAS30,Botas de Seguridad básica #30,INV NUEVO,2,PAR,MTY_HALYCON,DISPONIBLE...
BTSBAS31,Botas de Seguridad básica #31,INV NUEVO,10,PAR,CAT_HALYCON,HAL.1.4.
C-10M4PC1,CABLE DE 10MM CON 4 PUNTAS AMARILLO,INV PSD,1,PIEZA,PSD_CAT,PS.I.09.
C-10M4PC1-PZ,C-10M4PC1-PZ CABLE DE 10MM CON 4 PUNTAS AMARILLO,INV PSD,1,PIEZA,PSD_CAT,PS.L.06.
C-10M4PC2-6,CABLE DE 10MM CON 4 PUNTAS NEGRO / VERDE UV,INV PSD,3,PIEZA,PSD_CAT,PS.I.04.
C-10M4PC6,CABLE DE 10MM CON 4 PUNTAS VERDE,INV PSD,1,PIEZA,PSD_CAT,PS.I.09.
C-10M4PC6-PZ,C-10M4PC6-PZ CABLE DE 10MM CON 4 PUNTAS VERDE,INV PSD,1,PIEZA,PSD_CAT,PS.K.09.
C-10M4PC9,CABLE DE 10MM DE CON 4 PUNTAS MORADO,INV PSD,3,PIEZA,PSD_CAT,PS.I.05.
C-10M4PC9-PZ,C-10M4PC9-PZ CABLE DE 10MM DE CON 4 PUNTAS MORADO,INV PSD,1,PIEZA,PSD_CAT,PS.M.03.
C-11M4P,CABLE DE 11MM CON 4 PUNTAS COMBINADO,INV PSD,3,PIEZA,PSD_CAT,PS.I.04.
C-11M4P-PZ,C-11M4P-PZ CABLE DE 11MM CON 4 PUNTAS COMBINADO,INV PSD,1,PIEZA,PSD_CAT,PS.K.09.
C-11M4PC1,CABLE DE 11MM DE CON 4 PUNTAS AMARILLO,INV PSD,3,PIEZA,PSD_CAT,PS.I.09.
C-11M4PC2-3,CABLE DE 11MM CON 4 PUNTAS NEGRO/ AZUL UV,INV PSD,3,PIEZA,PSD_CAT,PS.I.02.
C-11M4PC2-3,CABLE DE 11MM CON 4 PUNTAS NEGRO/ AZUL UV,INV PSD,2,PIEZA,PSD_CAT,PS.I.05.
C-11M4PC2-4,CABLE DE 11MM CON 4 PUNTAS NEGRO/ NARANJA UV,INV PSD,3,PIEZA,PSD_CAT,PS.I.09.
C-11M4PC3,CABLE DE 11MM CON 4 PUNTAS AZUL,INV PSD,1,PIEZA,PSD_CAT,PS.I.07.
C-11M4PC3,CABLE DE 11MM CON 4 PUNTAS AZUL,INV PSD,3,PIEZA,PSD_CAT,PS.J.12.
C-13M4PC1,CABLE DE 13MM CON 4 PUNTAS AMARILLO,INV PSD,2,PIEZA,PSD_CAT,PS.J.09.
C-13M4PC1,CABLE DE 13MM CON 4 PUNTAS AMARILLO,INV PSD,1,PIEZA,PSD_CAT,PS.M.03.
C-13M4PC2-1,CABLE DE 13MM CON 4 PUNTAS NEGRO/ AMARILLO,INV PSD,1,PIEZA,PSD_CAT,PS.L.06.
C-13M4PC2-4,CABLE DE 13MM CON 4 PUNTAS NEGRO/ NARANJA UV,INV PSD,1,PIEZA,PSD_CAT,STGR...
C-13M4PC3,CABLE DE 13MM CON 4 PUNTAS AZUL,INV PSD,2,PIEZA,PSD_CAT,PS.I.09.
C-13M4PC5,CABLE DE 13MM CON 4 PUNTAS ROJO,INV PSD,1,PIEZA,PSD_CAT,PS.J.14.
C-13M4PC5,CABLE DE 13MM CON 4 PUNTAS ROJO,INV PSD,4,PIEZA,PSD_CAT,STGR...
C-19M4PC1,CABLE DE 19MM CON 4PUNTAS AMARILLO,INV PSD,3,PIEZA,PSD_CAT,PS.J.08.
C-19M4PC3-PZ,C-19M4PC3-PZ CABLE DE 19MM CON 4 PUNTAS AZUL,INV PSD,1,PIEZA,PSD_CAT,PS.K.08.
C-19M4PC5-PZ,C-19M4PC5-PZ CABLE DE 19MM CON 4 PUNTAS ROJO,INV PSD,1,PIEZA,PSD_CAT,PS.L.07.
C-4M4PC1,CABLE DE 4MM CON 4PUNTAS AMARILLO,INV PSD,3,PIEZA,PSD_CAT,EST.C.09.D
C-6M4P,CABLE DE 6MM CON 4PUNTAS COMBINADO,INV PSD,3,PIEZA,PSD_CAT,PS.I.05.
C-6M4P,CABLE DE 6MM CON 4PUNTAS COMBINADO,INV PSD,2,PIEZA,PSD_CAT,PS.J.12.
C-6M4PC1,CABLE DE 6MM CON 4PUNTAS AMARILLO,INV PSD,2,PIEZA,PSD_CAT,PS.I.04.
C-6M4PC1-PZ,C-6M4PC1-PZ CABLE DE 6MM CON 4PUNTAS AMARILLO,INV PSD,1,PIEZA,PSD_CAT,PS.L.06.
C-6M4PC2-3,CABLE DE 6MM CON 4PUNTAS NEGRO/AZUL UV,INV PSD,1,PIEZA,PSD_CAT,PS.J.12.
C-6M4PC2-3-PZ,C-6M4PC2-3-PZ CABLE DE 6MM CON 4PUNTAS NEGRO/AZUL UV,INV PSD,1,PIEZA,PSD_CAT,PS.K.10.
C-6M4PC2-4,CABLE DE 6MM CON 4PUNTAS NEGRO/NARANJA UV,INV PSD,3,PIEZA,PSD_CAT,PS.M.03.
C-6M4PC2-4-PZ,C-6M4PC2-4-PZ CABLE DE 6MM CON 4PUNTAS NEGRO/NARANJA UV,INV PSD,1,PIEZA,PSD_CAT,PS.M.01.
C-6M4PC2-6,CABLE DE 6MM CON 4PUNTAS NEGRO/VERDE UV,INV PSD,3,PIEZA,PSD_CAT,PS.M.03.
C-6M4PC3,CABLE DE 6MM CON 4PUNTAS AZUL,INV PSD,3,PIEZA,PSD_CAT,PS.J.12.
C-6M4PC7,CABLE DE 6MM CON 4PUNTAS BLANCO,INV PSD,2,PIEZA,PSD_CAT,PS.K.01.
C-6M4PC7-PZ,C-6M4PC7-PZ CABLE DE 6MM CON 4PUNTAS BLANCO,INV PSD,2,PIEZA,PSD_CAT,PS.K.12.
C-8M4PC1,CABLE DE 8MM CON 4PUNTAS AMARILLO,INV PSD,1,PIEZA,PSD_CAT,PS.J.12.
C-8M4PC1,CABLE DE 8MM CON 4PUNTAS AMARILLO,INV PSD,3,PIEZA,PSD_CAT,PS.K.02.
C-8M4PC2-1,CABLE DE 8MM CON 4PUNTAS NEGRO/AMARILLO UV,INV PSD,2,PIEZA,PSD_CAT,PS.I.09.
C-8M4PC2-1,CABLE DE 8MM CON 4PUNTAS NEGRO/AMARILLO UV,INV PSD,3,PIEZA,PSD_CAT,PS.M.03.
C-8M4PC5,CABLE DE 8MM CON 4PUNTAS ROJO,INV PSD,3,PIEZA,PSD_CAT,PS.J.14.
C-8M4PC6,CABLE DE 8MM CON 4PUNTAS VERDE,INV PSD,1,PIEZA,PSD_CAT,PS.I.07.
C-8M4PC6-PZ,C-8M4PC6-PZ CABLE DE 8MM CON 4PUNTAS VERDE,INV PSD,1,PIEZA,PSD_CAT,PS.K.09.
C-8M4PC6-PZ,C-8M4PC6-PZ CABLE DE 8MM CON 4PUNTAS VERDE,INV PSD,1,PIEZA,PSD_CAT,PS.M.12.
CAJPLAS,CAJA DE PLASTICO,INV NUEVO,2,PIEZA,CAT_HALYCON,HAL.1.7.
CAMSEGLC4,"Camisola de Seguridad talla ""L"" Naranja",INV NUEVO,34,PIEZA,CAT_HALYCON,HAL.0.3.
CAMSEGLC4,"Camisola de Seguridad talla ""L"" Naranja",INV NUEVO,2,PIEZA,MRD_HALYCON,DISPONIBLE...
CAMSEGMC3,"Camisola de Seguridad talla ""M"" Azul Marino",INV NUEVO,8,PIEZA,CAT_HALYCON,HAL.0.3.
CAPVC,PVC INSULATION TAPE,INV CAT,198,PIEZA,DHL_CAT,1.F.1.3C
CAPVC,PVC INSULATION TAPE,INV CAT,6960,PIEZA,DHL_CAT,1.J.1.6
CAPVC,PVC INSULATION TAPE,INV PSD,40,PIEZA,PSD_CAT,EST.F.06.B
CAPVC-CJ240,"CAPVC-CJ240 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 240 piezas",INV PSD,8,CAJA,PSD_CAT,PS.M.12.
CAPVC-CJ240,"CAPVC-CJ240 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 240 piezas",PRIME,2,CAJA,AMAZON,
CAPVC-PQ10,"CAPVC-PQ10Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 10 piezas",INV PSD,15,PAQUETE,PSD_CAT,EST.G.04.B
CAPVC-PQ10,"CAPVC-PQ10Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 10 piezas",PRIME,8,PAQUETE,AMAZON,
CAPVC-PQ100,"CAPVC-PQ100 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 100 piezas",INV PSD,1,PAQUETE,PSD_CAT,EST.G.03.B
CAPVC-PQ100,"CAPVC-PQ100 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 100 piezas",PRIME,3,PAQUETE,AMAZON,
CAPVC-PQ120,"CAPVC-PQ120 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 120 piezas",INV PSD,1,PAQUETE,PSD_CAT,EST.E.01.C
CAPVC-PQ20,"CAPVC-PQ20 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 20 piezas",INV PSD,2,PAQUETE,PSD_CAT,DEP.2..
CAPVC-PQ20,"CAPVC-PQ20 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 20 piezas",INV PSD,2,PAQUETE,PSD_CAT,EST.D.01.B
CAPVC-PQ50,"CAPVC-PQ50 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 50 piezas",INV PSD,3,PAQUETE,PSD_CAT,DEP.2..
CAPVC-PQ50,"CAPVC-PQ50 Cinta PVC 19 mm de ancho X 8 metros de largo, calibre 130 micras 50 piezas",PRIME,1,PAQUETE,AMAZON,
CARETA,Careta de Plastico,INV NUEVO,62,PIEZA,CAT_HALYCON,HAL.0.6.
CARETA,Careta de Plastico,INV NUEVO,43,PIEZA,GDL_HALYCON,3.R.0.1A
CARETA,Careta de Plastico,INV NUEVO,10,PIEZA,MRD_HALYCON,DISPONIBLE...
CARETA,Careta de Plastico,INV NUEVO,89,PIEZA,MTY_HALYCON,DISPONIBLE...
CC25438200, 25.4 X 38.1 X 200,INVCUAU,4026,PIEZA,CUAUTIPARKII,F.27..
CC47076230,CENTRO DE CARTON 470 X 76.2 X 3.0,INVCUAU,9000,PIEZA,CUAUTIPARKII,F.24..
CC47076230,CENTRO DE CARTON 470 X 76.2 X 3.0,INVCUAU,8250,PIEZA,CUAUTIPARKII,F.25..
CC5207625,CENTRO DE CARTON 520 X 76.2 X 5,INVCUAU,1800,PIEZA,CUAUTIPARKII,F.15..
CC7438200,CENTRO DE CARTON 7 X 38.1 X 200,INVCUAU,2091,PIEZA,CUAUTIPARKII,F.32..
CCB-255254240,"CENTRO DE CARTON BLANCO CON LOGO IMPRESO ""PACKSYS"" 25.5CMS X 25.4MM X240PTS",INVCUAU,5524,PIEZA,CUAUTIPARKII,F.32..
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV CAT,7992,PIEZA,DHL_CAT,1.A.1.8
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV CAT,15120,PIEZA,DHL_CAT,1.A.2.3
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV CAT,15804,PIEZA,DHL_CAT,1.A.5.1
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV CAT,2160,PIEZA,DHL_CAT,QA.ENT..
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV GDL,1296,PIEZA,DHL_GDL,A.8..
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV MRD,216,PIEZA,WHM_MRD,UMAN...
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV PSD,30,PIEZA,PSD_CAT,EST.B.01.D
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INV PUEBLA,4716,PIEZA,DHL_PUEBLA,1.B.1.2
CCB150,CINTA CANELA BLITZ 48 X 150 MT,INVCUAU,1296,PIEZA,CUAUTIPARKII,F.26..
CCB150-CJ36,CCB150-CJ CINTA CANELA BLITZ 48 X 150 MT Paquete con 36 piezas,FULL,13,CAJA,MERCADO_LIBRE,
CCB150-CJ36,CCB150-CJ CINTA CANELA BLITZ 48 X 150 MT Paquete con 36 piezas,INV PSD,12,CAJA,PSD_CAT,PS.I.14.
CCB150-CJ36,CCB150-CJ CINTA CANELA BLITZ 48 X 150 MT Paquete con 36 piezas,PRIME,16,CAJA,AMAZON,
CCB150-PQ6,CCB150-PQ CINTA CANELA BLITZ 48 X 150 MT Paquete con 6 piezas,FULL,22,PAQUETE,MERCADO_LIBRE,
CCB150-PQ6,CCB150-PQ CINTA CANELA BLITZ 48 X 150 MT Paquete con 6 piezas,INV PSD,4,PAQUETE,PSD_CAT,EST.B.01.D
CCT55C10,CCT55C10 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,4,PIEZA,PSD_CAT,PS.K.04.
CCT55C10,CCT55C10 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,360,PIEZA,PSD_CAT,STGR...
CCT55C10,CINTA CLOTH TAPE 230micx48mmx55m SILVER,INV CAT,648,PIEZA,DHL_CAT,3.E.0.9
CCT55C10,CINTA CLOTH TAPE 230micx48mmx55m SILVER,INV CAT,768,PIEZA,DHL_CAT,3.E.1.0
CCT55C10,CINTA CLOTH TAPE 230micx48mmx55m SILVER,INV CAT,864,PIEZA,DHL_CAT,4.E.0.7
CCT55C10,CINTA CLOTH TAPE 230micx48mmx55m SILVER,INV CAT,864,PIEZA,DHL_CAT,4.E.0.8
CCT55C10,CINTA CLOTH TAPE 230micx48mmx55m SILVER,INV CAT,864,PIEZA,DHL_CAT,4.E.0.9
CCT55C10,CINTA CLOTH TAPE 230micx48mmx55m SILVER,INV CAT,864,PIEZA,DHL_CAT,4.E.1.0
CCT55C10-CJ24,CCT55C10- CJ24 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,9,CAJA,PSD_CAT,DEP.1..
CCT55C10-CJ24,CCT55C10- CJ24 Cinta Ducto 48 mm x 55 metros de 230 micras,INV PSD,2,CAJA,PSD_CAT,PS.K.01.
